	Wavelength (nm)		Flux (erg/s/cm2/nm)	
           317.4400024414           585.1359844208
           317.4500122070           584.0457916260
           317.4599914551           581.1800479889
           317.4700012207           581.8688392639
           317.4800109863           580.5669784546
           317.4899902344           577.2903442383
           317.5000000000           577.5445461273
           317.5100097656           576.0309696198
           317.5199890137           572.7682113647
           317.5299987793           573.0751037598
           317.5400085449           571.6946125031
           317.5499877930           570.3141689301
           317.5599975586           567.2011852264
           317.5700073242           567.5573825836
           317.5799865723           566.9175148010
           317.5899963379           565.2894020081
           317.6000061035           567.1186447144
           317.6099853516           567.2194004059
           317.6199951172           565.5903339386
           317.6300048828           568.1728839874
           317.6400146484           569.7783470154
           317.6499938965           569.6393013000
           317.6600036621           572.9843139648
           317.6700134277           574.5897293091
           317.6799926758           573.9040374756
           317.6900024414           576.1997699738
           317.7000122070           576.7412662506
           317.7099914551           575.5218982697
           317.7200012207           577.8224945068
           317.7300109863           577.2695064545
           317.7399902344           573.8694190979
           317.7500000000           573.9793300629
           317.7600097656           572.3317623138
           317.7699890137           568.9467906952
           317.7799987793           567.8647041321
           317.7900085449           563.8631820679
           317.7999877930           558.1608295441
           317.8099975586           555.8723926544
           317.8200073242           551.8708705902
           317.8299865723           545.1450347900
           317.8399963379           540.6868457794
           317.8500061035           534.5522880554
           317.8599853516           526.8159389496
           317.8699951172           522.3016738892
           317.8800048828           516.5678024292
           317.8900146484           509.6841812134
           317.8999938965           505.9178352356
           317.9100036621           500.5846977234
           317.9200134277           495.2516078949
           317.9299926758           489.0629768372
           317.9400024414           486.4917278290
           317.9500122070           482.4187278748
           317.9599914551           476.8934726715
           317.9700012207           474.2850303650
           317.9800109863           470.2221870422
           317.9899902344           464.7544384003
           318.0000000000           462.1292114258
           318.0100097656           458.0765724182
           318.0199890137           452.6458263397
           318.0299987793           450.8534908295
           318.0400085449           448.5406398773
           318.0499877930           444.8708057404
           318.0599975586           443.9219474792
           318.0700073242           441.6090965271
           318.0799865723           438.8526439667
           318.0899963379           439.6780014038
           318.1000061035           439.1605377197
           318.1099853516           437.3065471649
           318.1199951172           438.1271362305
           318.1300048828           437.4684810638
           318.1400146484           435.3384971619
           318.1499938965           435.8711242676
           318.1600036621           435.0712299347
           318.1700134277           432.9485893250
           318.1799926758           433.3881378174
           318.1900024414           432.4167251587
           318.2000122070           430.1313400269
           318.2099914551           430.4767608643
           318.2200012207           429.5053005219
           318.2300109863           427.7510643005
           318.2399902344           429.1384696960
           318.2500000000           429.2179584503
           318.2600097656           427.9884338379
           318.2699890137           429.3766021729
           318.2799987793           430.0002098083
           318.2900085449           431.1679363251
           318.2999877930           431.0158252716
           318.3099975586           433.4998607635
           318.3200073242           434.6675872803
           318.3299865723           434.4635963440
           318.3399963379           436.8754386902
           318.3500061035           437.9602909088
           318.3599853516           437.7049446106
           318.3699951172           440.1267051697
           318.3800048828           441.1777973175
           318.3900146484           440.8454418182
           318.3999938965           443.2094097137
           318.4100036621           444.2267894745
           318.4200134277           443.8851833344
           318.4299926758           446.3712215424
           318.4400024414           447.6142406464
           318.4500122070           447.4868297577
           318.4599914551           450.0963687897
           318.4700012207           451.3393402100
           318.4800109863           451.1079311371
           318.4899902344           453.5422801971
           318.5000000000           454.5987606049
           318.5100097656           454.2644023895
           318.5199890137           456.7084312439
           318.5299987793           457.8435897827
           318.5400085449           457.6560974121
           318.5499877930           460.2676868439
           318.5599975586           461.4815711975
           318.5700073242           461.2829208374
           318.5799865723           464.2414093018
           318.5899963379           466.1308765411
           318.6000061035           466.5905952454
           318.6099853516           469.9041366577
           318.6199951172           471.7936038971
           318.6300048828           473.5592842102
           318.6400146484           473.7498283386
           318.6499938965           476.8379211426
           318.6600036621           478.4797191620
           318.6700134277           478.6552429199
           318.6799926758           481.2113285065
           318.6900024414           481.7590713501
           318.7000122070           480.8355331421
           318.7099914551           482.8528404236
           318.7200012207           483.4005832672
           318.7300109863           482.4864387512
           318.7399902344           484.5377922058
           318.7500000000           485.1145267487
           318.7600097656           484.2095851898
           318.7699890137           486.2662315369
           318.7799987793           487.2729778290
           318.7900085449           488.7098789215
           318.7999877930           490.1467800140
           318.8099975586           490.0827407837
           318.8200073242           493.0161476135
           318.8299865723           494.4212436676
           318.8399963379           495.7944869995
           318.8500061035           495.6499099731
           318.8599853516           498.5368728638
           318.8699951172           499.9101161957
           318.8800048828           499.9899387360
           318.8900146484           503.3633708954
           318.8999938965           505.2105903625
           318.9100036621           505.5090904236
           318.9200134277           508.8994026184
           318.9299926758           511.6624832153
           318.9400024414           513.7536525726
           318.9500122070           518.9870834351
           318.9599914551           522.6550102234
           318.9700012207           524.7127056122
           318.9800109863           529.2137145996
           318.9899902344           531.3498020172
           319.0000000000           531.8561553955
           319.0100097656           535.6154441833
           319.0199890137           537.7514839172
           319.0299987793           536.1479759216
           319.0400085449           535.7459545135
           319.0499877930           533.7011814117
           319.0599975586           530.0385951996
           319.0700073242           529.6178340912
           319.0799865723           526.5808105469
           319.0899963379           520.9644317627
           319.1000061035           518.5344696045
           319.1099853516           514.5051479340
           319.1199951172           508.9255809784
           319.1300048828           506.2722682953
           319.1400146484           501.8699645996
           319.1499938965           495.9577083588
           319.1600036621           493.0788040161
           319.1700134277           488.6765003204
           319.1799926758           484.5436573029
           319.1900024414           479.2174816132
           319.2000122070           476.8222332001
           319.2099914551           472.9556083679
           319.2200012207           467.6647663116
           319.2300109863           465.7464027405
           319.2399902344           462.9042148590
           319.2500000000           458.6637496948
           319.2600097656           457.2285175323
           319.2699890137           454.3863773346
           319.2799987793           450.5912303925
           319.2900085449           449.9689102173
           319.2999877930           447.9656219482
           319.3099975586           444.6056842804
           319.3200073242           443.9650535583
           319.3299865723           442.9620265961
           319.3399963379           441.6087627411
           319.3500061035           442.9564952850
           319.3599853516           442.9537296295
           319.3699951172           441.6005134583
           319.3800048828           444.1516876221
           319.3900146484           446.5558052063
           319.3999938965           447.5874423981
           319.4100036621           451.3566493988
           319.4200134277           453.7608146667
           319.4299926758           455.0857067108
           319.4400024414           459.5073223114
           319.4500122070           462.5418186188
           319.4599914551           464.1523361206
           319.4700012207           468.6016559601
           319.4800109863           471.1787700653
           319.4899902344           471.8523502350
           319.5000000000           475.4117965698
           319.5100097656           477.5315761566
           319.5199890137           478.1857490540
           319.5299987793           481.4559936523
           319.5400085449           482.9585075378
           319.5499877930           484.4610214233
           319.5599975586           484.4796180725
           319.5700073242           487.4614238739
           319.5799865723           488.8833999634
           319.5899963379           488.7281894684
           319.6000061035           491.5621280670
           319.6099853516           492.9035663605
           319.6199951172           492.7360534668
           319.6300048828           495.3404903412
           319.6400146484           496.1983680725
           319.6499938965           495.5395698547
           319.6600036621           497.9115486145
           319.6700134277           498.7694263458
           319.6799926758           497.9392528534
           319.6900024414           499.9920368195
           319.7000122070           500.5228996277
           319.7099914551           499.5253086090
           319.7200012207           501.5829563141
           319.7300109863           502.2901058197
           319.7399902344           501.6381263733
           319.7500000000           504.0542125702
           319.7600097656           504.9376487732
           319.7699890137           504.2775630951
           319.7799987793           507.5728416443
           319.7900085449           510.1984500885
           319.7999877930           511.2565517426
           319.8099975586           515.4416084290
           319.8200073242           518.0671215057
           319.8299865723           520.3557014465
           319.8399963379           527.0890712738
           319.8500061035           532.2389125824
           319.8599853516           535.7426166534
           319.8699951172           542.5230026245
           319.8800048828           547.1992015839
           319.8900146484           549.7142314911
           319.8999938965           555.5914402008
           319.9100036621           559.7939491272
           319.9200134277           563.9964580536
           319.9299926758           564.9659156799
           319.9400024414           567.9054260254
           319.9500122070           569.1191196442
           319.9599914551           568.5922145844
           319.9700012207           571.5428352356
           319.9800109863           571.2956428528
           319.9899902344           567.8536415100
           320.0000000000           567.8847312927
           320.0100097656           566.1767005920
           320.0199890137           562.7502918243
           320.0299987793           562.0923042297
           320.0400085449           559.0373039246
           320.0499877930           554.2918682098
           320.0599975586           552.9366016388
           320.0700073242           549.8815536499
           320.0799865723           546.3519096375
           320.0899963379           547.3589420319
           320.1000061035           546.6941356659
           320.1099853516           544.3656444550
           320.1199951172           545.3666210175
           320.1300048828           546.3586330414
           320.1400146484           547.3298549652
           320.1499938965           551.6485214233
           320.1600036621           554.2974948883
           320.1700134277           555.2443981171
           320.1799926758           559.8855018616
           320.1900024414           563.1308555603
           320.2000122070           564.6445274353
           320.2099914551           569.6116924286
           320.2200012207           572.8570461273
           320.2300109863           573.0236053467
           320.2399902344           575.3693580627
           320.2500000000           575.9636402130
           320.2600097656           574.7992515564
           320.2699890137           577.1503925323
           320.2799987793           577.0463943481
           320.2900085449           576.2440204620
           320.2999877930           573.6884117126
           320.3099975586           574.6417045593
           320.3200073242           573.8393306732
           320.3299865723           571.9212055206
           320.3399963379           574.1350650787
           320.3500061035           574.6006965637
           320.3599853516           573.3123302460
           320.3699951172           575.5304336548
           320.3800048828           576.8216133118
           320.3900146484           577.1701812744
           320.3999938965           581.0488700867
           320.4100036621           583.1657409668
           320.4200134277           583.4949970245
           320.4299926758           587.7130985260
           320.4400024414           590.4701232910
           320.4500122070           591.4143085480
           320.4599914551           595.9757328033
           320.4700012207           598.7327575684
           320.4800109863           598.7748622894
           320.4899902344           601.5969276428
           320.5000000000           602.5894165039
           320.5100097656           601.7401695251
           320.5199890137           604.5713424683
           320.5299987793           604.4523715973
           320.5400085449           601.3847351074
           320.5499877930           601.9953250885
           320.5599975586           600.7648944855
           320.5700073242           597.7085590363
           320.5799865723           598.0433464050
           320.5899963379           596.2806701660
           320.6000061035           592.7081108093
           320.6099853516           592.7607536316
           320.6199951172           590.9980773926
           320.6300048828           589.9288177490
           320.6400146484           587.7560138702
           320.6499938965           589.1781330109
           320.6600036621           588.8022422791
           320.6700134277           586.6329193115
           320.6799926758           588.4743213654
           320.6900024414           588.9438629150
           320.7000122070           587.6156330109
           320.7099914551           589.8814201355
           320.7200012207           590.3509140015
           320.7300109863           588.3009910583
           320.7399902344           589.1272544861
           320.7500000000           588.1528854370
           320.7600097656           585.3899002075
           320.7699890137           586.2072944641
           320.7799987793           584.5777511597
           320.7900085449           582.2930812836
           320.7999877930           580.0083637238
           320.8099975586           575.9657859802
           320.8200073242           575.4459381104
           320.8299865723           572.6597785950
           320.8399963379           569.3721771240
           320.8500061035           564.3636703491
           320.8599853516           562.8069400787
           320.8699951172           559.5193386078
           320.8800048828           554.0667057037
           320.8900146484           551.5316009521
           320.8999938965           547.2956657410
           320.9100036621           541.4104461670
           320.9200134277           538.8366699219
           320.9299926758           534.8539829254
           320.9400024414           529.5078754425
           320.9500122070           527.4003982544
           320.9599914551           523.6679553986
           320.9700012207           518.3559894562
           320.9800109863           516.8272018433
           320.9899902344           514.3205165863
           321.0000000000           510.2571964264
           321.0100097656           509.3146800995
           321.0199890137           506.8079471588
           321.0299987793           502.8466224670
           321.0400085449           502.0394325256
           321.0499877930           499.6908187866
           321.0599975586           495.8295822144
           321.0700073242           495.0008869171
           321.0799865723           492.4239158630
           321.0899963379           488.1299972534
           321.1000061035           486.8216037750
           321.1099853516           484.0161323547
           321.1199951172           479.7479152679
           321.1300048828           478.5185337067
           321.1400146484           475.9223461151
           321.1499938965           471.8870639801
           321.1600036621           470.7379341125
           321.1700134277           468.1417942047
           321.1799926758           465.9084796906
           321.1900024414           462.6216888428
           321.2000122070           462.1644020081
           321.2099914551           460.2895259857
           321.2200012207           457.0198535919
           321.2300109863           457.0450305939
           321.2399902344           456.1691761017
           321.2500000000           453.9066314697
           321.2600097656           454.4202327728
           321.2699890137           453.5444259644
           321.2799987793           451.8096446991
           321.2900085449           453.3548355103
           321.2999877930           453.5185813904
           321.3099975586           452.2989273071
           321.3200073242           453.8455963135
           321.3299865723           453.7165641785
           321.3399963379           451.9134521484
           321.3500061035           452.8742790222
           321.3599853516           452.4525165558
           321.3699951172           450.6531715393
           321.3800048828           451.2709140778
           321.3900146484           450.1704692841
           321.3999938965           447.7026462555
           321.4100036621           447.9730606079
           321.4200134277           446.8726634979
           321.4299926758           444.9414253235
           321.4400024414           446.2549209595
           321.4500122070           446.2076187134
           321.4599914551           444.8001861572
           321.4700012207           446.1132049561
           321.4800109863           446.9117641449
           321.4899902344           447.1860885620
           321.5000000000           450.1954555511
           321.5100097656           451.8397808075
           321.5199890137           452.0990371704
           321.5299987793           455.7092666626
           321.5400085449           458.5252761841
           321.5499877930           461.3412857056
           321.5599975586           462.7378940582
           321.5700073242           466.9647216797
           321.5799865723           469.7377681732
           321.5899963379           471.0232734680
           321.6000061035           475.1896858215
           321.6099853516           477.9198169708
           321.6199951172           479.1803836823
           321.6300048828           482.6124191284
           321.6400146484           483.8238716125
           321.6499938965           483.5546970367
           321.6600036621           486.2431049347
           321.6700134277           487.4545574188
           321.6799926758           486.4661216736
           321.6900024414           487.7491474152
           321.7000122070           487.5441551208
           321.7099914551           485.8537197113
           321.7200012207           487.1348381042
           321.7300109863           487.1039867401
           321.7399902344           485.7614994049
           321.7500000000           487.3899936676
           321.7600097656           487.5331878662
           321.7699890137           486.1893653870
           321.7799987793           488.8759136200
           321.7900085449           491.1326408386
           321.7999877930           491.8816566467
           321.8099975586           495.6390857697
           321.8200073242           497.8957653046
           321.8299865723           499.3922710419
           321.8399963379           504.7158718109
           321.8500061035           508.5181236267
           321.8599853516           510.7526302338
           321.8699951172           516.1109447479
           321.8800048828           519.6273326874
           321.8900146484           521.2588787079
           321.8999938965           526.0785579681
           321.9100036621           529.3091297150
           321.9200134277           532.5396537781
           321.9299926758           533.1083297729
           321.9400024414           535.9201908112
           321.9500122070           537.1036529541
           321.9599914551           536.6441726685
           321.9700012207           539.4668579102
           321.9800109863           539.4992351532
           321.9899902344           536.7408275604
           322.0000000000           537.2652530670
           322.0100097656           536.1465454102
           322.0199890137           533.3983421326
           322.0299987793           534.4056606293
           322.0400085449           534.2731952667
           322.0499877930           532.5123786926
           322.0599975586           534.0085983276
           322.0700073242           533.8761329651
           322.0799865723           532.8907489777
           322.0899963379           535.9436511993
           322.1000061035           537.3690605164
           322.1099853516           537.1495723724
           322.1199951172           540.2154922485
           322.1300048828           540.6610012054
           322.1400146484           538.4807586670
           322.1499938965           539.5939350128
           322.1600036621           539.0595912933
           322.1700134277           536.8842124939
           322.1799926758           536.2950801849
           322.1900024414           532.3658943176
           322.2000122070           526.8315315247
           322.2099914551           524.5193958282
           322.2200012207           520.5901622772
           322.2300109863           514.8130416870
           322.2399902344           511.9041919708
           322.2500000000           507.4141502380
           322.2600097656           501.3976573944
           322.2699890137           498.4477996826
           322.2799987793           495.3154563904
           322.2900085449           493.5407638550
           322.2999877930           490.2695655823
           322.3099975586           489.9968624115
           322.3200073242           488.2222175598
           322.3299865723           485.8967781067
           322.3399963379           487.4783992767
           322.3500061035           487.5742435455
           322.3599853516           486.1831188202
           322.3699951172           487.7656459808
           322.3800048828           488.4107589722
           322.3900146484           488.1106376648
           322.3999938965           490.7958507538
           322.4100036621           491.9902801514
           322.4200134277           491.6792392731
           322.4299926758           494.7292327881
           322.4400024414           496.6313838959
           322.4500122070           497.0106601715
           322.4599914551           500.4297733307
           322.4700012207           502.3318290710
           322.4800109863           501.6455173492
           322.4899902344           502.9726505280
           322.5000000000           502.7653217316
           322.5100097656           501.0262012482
           322.5199890137           502.3514270782
           322.5299987793           500.7029533386
           322.5400085449           496.1008071899
           322.5499877930           494.5329666138
           322.5599975586           491.4433002472
           322.5700073242           486.8694305420
           322.5799865723           484.8500728607
           322.5899963379           480.9087753296
           322.6000061035           475.5192279816
           322.6099853516           473.0380535126
           322.6199951172           469.0967082977
           322.6300048828           465.8142089844
           322.6400146484           461.7822647095
           322.6499938965           460.5746269226
           322.6600036621           457.9508781433
           322.6700134277           453.9429187775
           322.6799926758           453.6663532257
           322.6900024414           452.9525756836
           322.7000122070           450.8610725403
           322.7099914551           451.5271186829
           322.7200012207           450.8133411407
           322.7300109863           448.7207889557
           322.7399902344           449.3651866913
           322.7500000000           448.6362457275
           322.7600097656           446.5428352356
           322.7699890137           447.1805572510
           322.7799987793           446.0543155670
           322.7900085449           444.5307731628
           322.7999877930           443.0073261261
           322.8099975586           440.1401042938
           322.8200073242           439.9649620056
           322.8299865723           438.2344245911
           322.8399963379           436.2969398499
           322.8500061035           433.0381393433
           322.8599853516           432.4278831482
           322.8699951172           430.4904460907
           322.8800048828           427.5603771210
           322.8900146484           427.5545120239
           322.8999938965           426.2391567230
           322.9100036621           423.6302852631
           322.9200134277           423.6124515533
           322.9299926758           422.7287769318
           322.9400024414           420.9848403931
           322.9500122070           421.8156814575
           322.9599914551           421.3584899902
           322.9700012207           419.6187496185
           322.9800109863           420.6356525421
           322.9899902344           420.5588340759
           323.0000000000           419.2001819611
           323.0100097656           420.4054355621
           323.0199890137           420.3286647797
           323.0299987793           419.6041107178
           323.0400085449           422.0755577087
           323.0499877930           423.2656002045
           323.0599975586           423.1597900391
           323.0700073242           425.6421089172
           323.0799865723           427.7281284332
           323.0899963379           429.3924331665
           323.1000061035           433.6829662323
           323.1099853516           436.6649150848
           323.1199951172           438.3019447327
           323.1300048828           442.6322937012
           323.1400146484           445.6393718719
           323.1499938965           447.2739696503
           323.1600036621           451.6442775726
           323.1700134277           454.6513080597
           323.1799926758           457.2403430939
           323.1900024414           458.0123901367
           323.2000122070           461.5857124329
           323.2099914551           463.7617588043
           323.2200012207           464.5139217377
           323.2300109863           467.6804065704
           323.2399902344           469.0029621124
           323.2500000000           468.8895702362
           323.2600097656           471.6440200806
           323.2699890137           472.9665756226
           323.2799987793           472.1156120300
           323.2900085449           473.4311580658
           323.2999877930           473.3026504517
           323.3099975586           471.7318058014
           323.3200073242           473.0461597443
           323.3299865723           472.4491596222
           323.3399963379           469.9480533600
           323.3500061035           470.3212261200
           323.3599853516           469.2556381226
           323.3699951172           466.7643070221
           323.3800048828           467.0203685760
           323.3900146484           465.7399654388
           323.3999938965           463.0455017090
           323.4100036621           463.1831169128
           323.4200134277           461.9027137756
           323.4299926758           459.1516017914
           323.4400024414           459.1408252716
           323.4500122070           457.7237606049
           323.4599914551           454.9176216125
           323.4700012207           454.8939228058
           323.4800109863           453.6001205444
           323.4899902344           451.0519981384
           323.5000000000           451.2625694275
           323.5100097656           450.0920295715
           323.5199890137           447.5546360016
           323.5299987793           449.0377902985
           323.5400085449           450.4337787628
           323.5499877930           451.8297672272
           323.5599975586           451.8418312073
           323.5700073242           454.6174526215
           323.5799865723           456.5165996552
           323.5899963379           457.5161933899
           323.6000061035           461.3139629364
           323.6099853516           463.7163162231
           323.6199951172           464.6939277649
           323.6300048828           467.4149990082
           323.6400146484           467.6199913025
           323.6499938965           466.3983345032
           323.6600036621           468.0292606354
           323.6700134277           468.2342052460
           323.6799926758           466.6749954224
           323.6900024414           467.6362991333
           323.7000122070           467.1698093414
           323.7099914551           465.2811050415
           323.7200012207           466.2381649017
           323.7300109863           466.6562557220
           323.7399902344           466.5303230286
           323.7500000000           469.2576885223
           323.7600097656           470.5604553223
           323.7699890137           470.4225540161
           323.7799987793           474.3912696838
           323.7900085449           478.1527996063
           323.7999877930           480.4393768311
           323.8099975586           485.6643676758
           323.8200073242           489.4258975983
           323.8299865723           491.4431095123
           323.8399963379           496.2296962738
           323.8500061035           499.5183944702
           323.8599853516           501.2691974640
           323.8699951172           506.0858249664
           323.8800048828           507.9701423645
           323.8900146484           506.8992614746
           323.8999938965           508.9286804199
           323.9100036621           509.4086647034
           323.9200134277           509.8886489868
           323.9299926758           507.8347682953
           323.9400024414           507.9157352448
           323.9500122070           506.4414501190
           323.9599914551           503.4298419952
           323.9700012207           503.4973144531
           323.9800109863           503.0053615570
           323.9899902344           501.9599914551
           324.0000000000           503.9846897125
           324.0100097656           504.4751167297
           324.0199890137           503.4252643585
           324.0299987793           507.2006702423
           324.0400085449           511.1835479736
           324.0499877930           513.5897636414
           324.0599975586           519.1371917725
           324.0700073242           523.1200218201
           324.0799865723           525.4177093506
           324.0899963379           530.8561801910
           324.1000061035           534.6937656403
           324.1099853516           536.8836879730
           324.1199951172           542.3572540283
           324.1300048828           545.0736999512
           324.1400146484           544.9998378754
           324.1499938965           548.2593536377
           324.1600036621           549.8546123505
           324.1700134277           549.7662544250
           324.1799926758           551.7843723297
           324.1900024414           550.8677005768
           324.2000122070           548.2757568359
           324.2099914551           549.0371227264
           324.2200012207           548.1204986572
           324.2300109863           545.4612731934
           324.2399902344           546.0622787476
           324.2500000000           544.9934959412
           324.2600097656           542.2680377960
           324.2699890137           542.8592205048
           324.2799987793           542.6671028137
           324.2900085449           543.3516502380
           324.2999877930           542.3764705658
           324.3099975586           544.7185516357
           324.3200073242           545.4030513763
           324.3299865723           544.3506240845
           324.3399963379           546.5560436249
           324.3500061035           547.0977306366
           324.3599853516           545.9688186646
           324.3699951172           548.1792926788
           324.3800048828           548.1945037842
           324.3900146484           546.0143566132
           324.3999938965           547.1736431122
           324.4100036621           546.6624736786
           324.4200134277           544.4869518280
           324.4299926758           546.0126876831
           324.4400024414           546.2435722351
           324.4500122070           544.8080062866
           324.4599914551           546.7046260834
           324.4700012207           546.9355106354
           324.4800109863           546.2919712067
           324.4899902344           549.7886180878
           324.5000000000           551.6175270081
           324.5100097656           551.7562389374
           324.5199890137           555.2695751190
           324.5299987793           557.1044921875
           324.5400085449           557.2384834290
           324.5499877930           560.7806682587
           324.5599975586           562.6216411591
           324.5700073242           562.7388477325
           324.5799865723           566.0809993744
           324.5899963379           567.4857139587
           324.6000061035           567.1537876129
           324.6099853516           570.2907562256
           324.6199951172           571.6953754425
           324.6300048828           572.9411602020
           324.6400146484           572.2763061523
           324.6499938965           575.1116275787
           324.6600036621           576.1985778809
           324.6700134277           575.5237579346
           324.6799926758           577.5384902954
           324.6900024414           576.9642829895
           324.7000122070           574.6336460114
           324.7099914551           575.8176326752
           324.7200012207           575.2434730530
           324.7300109863           571.8295097351
           324.7399902344           570.8177566528
           324.7500000000           568.0531024933
           324.7600097656           563.5692119598
           324.7699890137           562.5322341919
           324.7799987793           559.6415042877
           324.7900085449           556.6246986389
           324.7999877930           553.6079883575
           324.8099975586           548.9171981812
           324.8200073242           547.5836753845
           324.8299865723           545.4964637756
           324.8399963379           544.3389892578
           324.8500061035           541.5272235870
           324.8599853516           542.0275211334
           324.8699951172           540.8699512482
           324.8800048828           538.8126850128
           324.8900146484           540.7903671265
           324.8999938965           541.1207675934
           324.9100036621           539.7998332977
           324.9200134277           541.7805194855
           324.9299926758           542.3793792725
           324.9400024414           541.5859222412
           324.9500122070           544.1048622131
           324.9599914551           544.9689388275
           324.9700012207           544.1676139832
           324.9800109863           546.9206809998
           324.9899902344           548.2371330261
           325.0000000000           547.8761196136
           325.0100097656           550.8660316467
           325.0199890137           552.1825313568
           325.0299987793           551.6853332520
           325.0400085449           554.4389724731
           325.0499877930           555.5071830750
           325.0599975586           554.8768997192
           325.0700073242           557.6403141022
           325.0799865723           558.4173679352
           325.0899963379           557.1985244751
           325.1000061035           559.3877315521
           325.1099853516           559.8736763000
           325.1199951172           558.6503982544
           325.1300048828           561.0729217529
           325.1400146484           562.0164871216
           325.1499938965           561.2423896790
           325.1600036621           563.9008522034
           325.1700134277           564.8445129395
           325.1799926758           566.2268161774
           325.1900024414           566.3078308105
           325.2000122070           569.8525428772
           325.2099914551           571.6681957245
           325.2200012207           571.7326641083
           325.2300109863           575.3592967987
           325.2399902344           577.3056507111
           325.2500000000           577.4830341339
           325.2600097656           581.1923980713
           325.2699890137           583.1386566162
           325.2799987793           583.1519603729
           325.2900085449           586.5865707397
           325.2999877930           588.2402896881
           325.3099975586           588.0930423737
           325.3200073242           591.5426731110
           325.3299865723           593.1120872498
           325.3399963379           592.7820682526
           325.3500061035           596.0775852203
           325.3599853516           597.5625991821
           325.3699951172           597.2189903259
           325.3800048828           600.3552436829
           325.3900146484           601.4944553375
           325.3999938965           600.7946491241
           325.4100036621           603.7693977356
           325.4200134277           604.9086570740
           325.4299926758           604.1015625000
           325.4400024414           606.8929195404
           325.4500122070           607.8384399414
           325.4599914551           606.9263458252
           325.4700012207           609.7264289856
           325.4800109863           611.8645668030
           325.4899902344           613.3146762848
           325.5000000000           618.5160160065
           325.5100097656           621.8467712402
           325.5199890137           623.2665538788
           325.5299987793           629.8411846161
           325.5400085449           635.8578205109
           325.5499877930           641.8744564056
           325.5599975586           645.9066867828
           325.5700073242           653.8894176483
           325.5799865723           659.0592384338
           325.5899963379           661.3532066345
           325.6000061035           667.6921844482
           325.6099853516           672.0152378082
           325.6199951172           674.2697238922
           325.6300048828           679.2798519135
           325.6400146484           680.8660984039
           325.6499938965           680.3694248199
           325.6600036621           684.0339183807
           325.6700134277           685.6202602386
           325.6799926758           684.7727775574
           325.6900024414           687.7794265747
           325.7000122070           688.6932373047
           325.7099914551           687.5032901764
           325.7200012207           690.5182361603
           325.7300109863           691.4013862610
           325.7399902344           690.1421546936
           325.7500000000           693.1039333344
           325.7600097656           693.9565181732
           325.7699890137           692.6894187927
           325.7799987793           695.3690052032
           325.7900085449           695.6415653229
           325.7999877930           693.7920570374
           325.8099975586           696.1859226227
           325.8200073242           696.4584827423
           325.8299865723           694.4505214691
           325.8399963379           696.5331077576
           325.8500061035           696.4919567108
           325.8599853516           694.3274974823
           325.8699951172           696.4097023010
           325.8800048828           697.0963954926
           325.8900146484           696.3791370392
           325.8999938965           699.9211311340
           325.9100036621           701.3356685638
           325.9200134277           702.7501106262
           325.9299926758           702.6545047760
           325.9400024414           707.4912548065
           325.9500122070           710.1833820343
           325.9599914551           710.6979846954
           325.9700012207           715.5593872070
           325.9800109863           717.8060531616
           325.9899902344           717.4106597900
           326.0000000000           721.4031696320
           326.0100097656           723.2044219971
           326.0199890137           722.7925300598
           326.0299987793           725.9664535522
           326.0400085449           726.0976791382
           326.0499877930           724.0146636963
           326.0599975586           726.3598442078
           326.0700073242           726.4911174774
           326.0799865723           724.1769790649
           326.0899963379           726.0607719421
           326.1000061035           725.7293701172
           326.1099853516           723.1869697571
           326.1199951172           725.0677108765
           326.1300048828           724.5406150818
           326.1400146484           721.6120243073
           326.1499938965           723.0969429016
           326.1600036621           722.3740100861
           326.1700134277           719.4519996643
           326.1799926758           720.7458972931
           326.1900024414           719.6541786194
           326.2000122070           716.3733482361
           326.2099914551           717.4740314484
           326.2200012207           716.3822650909
           326.2300109863           713.6980533600
           326.2399902344           715.9691333771
           326.2500000000           716.0578250885
           326.2600097656           713.9629840851
