Gary Hansen's new data on complex index of refraction
for CO2 ice. Supercedes Warren 1986

lambda-micron        nr               ni
1.7883410e+000  1.4018119e+000  1.1550299e-008
1.7886680e+000  1.4018103e+000  1.1750402e-008
1.7887470e+000  1.4018099e+000  1.1802450e-008
1.7893010e+000  1.4018072e+000  1.2170334e-008
1.7899420e+000  1.4018041e+000  1.2592752e-008
1.7900000e+000  1.4018038e+000  1.2630908e-008
1.7902690e+000  1.4018025e+000  1.2808181e-008
1.7909040e+000  1.4017992e+000  1.3262075e-008
1.7915460e+000  1.4017958e+000  1.3719621e-008
1.7918740e+000  1.4017941e+000  1.3952706e-008
1.7919520e+000  1.4017937e+000  1.4011066e-008
1.7921880e+000  1.4017924e+000  1.4186477e-008
1.7931530e+000  1.4017876e+000  1.4900168e-008
1.7934810e+000  1.4017860e+000  1.5142664e-008
1.7947630e+000  1.4017798e+000  1.6158960e-008
1.7950000e+000  1.4017786e+000  1.6348217e-008
1.7950900e+000  1.4017782e+000  1.6419032e-008
1.7951690e+000  1.4017778e+000  1.6469754e-008
1.7958970e+000  1.4017743e+000  1.6936613e-008
1.7963750e+000  1.4017720e+000  1.7199862e-008
1.7967030e+000  1.4017704e+000  1.7380294e-008
1.7979900e+000  1.4017641e+000  1.7962200e-008
1.7983190e+000  1.4017624e+000  1.8110024e-008
1.7983970e+000  1.4017620e+000  1.8139432e-008
1.7986370e+000  1.4017607e+000  1.8230594e-008
1.7996090e+000  1.4017556e+000  1.8599898e-008
1.7999380e+000  1.4017539e+000  1.8723616e-008
1.8000000e+000  1.4017536e+000  1.8742882e-008
1.8005810e+000  1.4017508e+000  1.8902247e-008
1.8011270e+000  1.4017482e+000  1.9052742e-008
1.8012300e+000  1.4017477e+000  1.9081065e-008
1.8015590e+000  1.4017461e+000  1.9173436e-008
1.8016370e+000  1.4017457e+000  1.9190037e-008
1.8031840e+000  1.4017381e+000  1.9525068e-008
1.8048110e+000  1.4017297e+000  1.9804078e-008
1.8048890e+000  1.4017293e+000  1.9813552e-008
1.8056260e+000  1.4017254e+000  1.9902107e-008
1.8064410e+000  1.4017212e+000  1.9948466e-008
1.8072580e+000  1.4017170e+000  1.9938792e-008
1.8080750e+000  1.4017130e+000  1.9896008e-008
1.8081530e+000  1.4017126e+000  1.9889672e-008
1.8097110e+000  1.4017052e+000  1.9759917e-008
1.8113500e+000  1.4016970e+000  1.9591869e-008
1.8114280e+000  1.4016966e+000  1.9581181e-008
1.8129920e+000  1.4016885e+000  1.9365808e-008
1.8130700e+000  1.4016881e+000  1.9350770e-008
1.8146370e+000  1.4016801e+000  1.9062802e-008
1.8147150e+000  1.4016797e+000  1.9046292e-008
1.8162850e+000  1.4016717e+000  1.8718775e-008
1.8163630e+000  1.4016713e+000  1.8700789e-008
1.8175010e+000  1.4016655e+000  1.8433365e-008
1.8179370e+000  1.4016632e+000  1.8330734e-008
1.8180140e+000  1.4016629e+000  1.8309809e-008
1.8195910e+000  1.4016548e+000  1.7872473e-008
1.8212480e+000  1.4016464e+000  1.7353955e-008
1.8213260e+000  1.4016460e+000  1.7327161e-008
1.8220000e+000  1.4016426e+000  1.7092889e-008
1.8220780e+000  1.4016422e+000  1.7066072e-008
1.8229080e+000  1.4016380e+000  1.6743103e-008
1.8229860e+000  1.4016376e+000  1.6713355e-008
1.8237390e+000  1.4016338e+000  1.6430002e-008
1.8240000e+000  1.4016324e+000  1.6371390e-008
1.8240720e+000  1.4016321e+000  1.6356070e-008
1.8241340e+000  1.4016318e+000  1.6346464e-008
1.8242380e+000  1.4016312e+000  1.6332880e-008
1.8244050e+000  1.4016304e+000  1.6322760e-008
1.8245710e+000  1.4016295e+000  1.6337313e-008
1.8246490e+000  1.4016292e+000  1.6361243e-008
1.8247380e+000  1.4016287e+000  1.6388179e-008
1.8249040e+000  1.4016279e+000  1.6466637e-008
1.8252370e+000  1.4016262e+000  1.6670084e-008
1.8259040e+000  1.4016228e+000  1.7181822e-008
1.8260000e+000  1.4016223e+000  1.7294613e-008
1.8263150e+000  1.4016207e+000  1.7585357e-008
1.8274690e+000  1.4016149e+000  1.8573727e-008
1.8279070e+000  1.4016127e+000  1.8979649e-008
1.8280000e+000  1.4016122e+000  1.9105717e-008
1.8292440e+000  1.4016060e+000  2.0303631e-008
1.8308160e+000  1.4015980e+000  2.1922231e-008
1.8312540e+000  1.4015958e+000  2.2433147e-008
1.8313320e+000  1.4015954e+000  2.2579835e-008
1.8319250e+000  1.4015925e+000  2.3288349e-008
1.8320000e+000  1.4015921e+000  2.3442377e-008
1.8325970e+000  1.4015891e+000  2.4206892e-008
1.8330000e+000  1.4015871e+000  2.4789843e-008
1.8332690e+000  1.4015857e+000  2.5241353e-008
1.8339420e+000  1.4015824e+000  2.6686674e-008
1.8340000e+000  1.4015821e+000  2.6918111e-008
1.8341750e+000  1.4015813e+000  2.7427157e-008
1.8346140e+000  1.4015791e+000  2.8585614e-008
1.8346920e+000  1.4015787e+000  2.8858390e-008
1.8350000e+000  1.4015769e+000  2.9545170e-008
1.8352880e+000  1.4015752e+000  3.0205560e-008
1.8359620e+000  1.4015716e+000  3.1591465e-008
1.8360000e+000  1.4015714e+000  3.1793743e-008
1.8370000e+000  1.4015670e+000  3.3957038e-008
1.8373110e+000  1.4015652e+000  3.4812259e-008
1.8375470e+000  1.4015638e+000  3.5527396e-008
1.8380000e+000  1.4015611e+000  3.6725275e-008
1.8380640e+000  1.4015608e+000  3.7058584e-008
1.8386630e+000  1.4015581e+000  3.8245579e-008
1.8390000e+000  1.4015562e+000  3.8622837e-008
1.8393390e+000  1.4015542e+000  3.8849511e-008
1.8400160e+000  1.4015513e+000  3.8938487e-008
1.8406940e+000  1.4015477e+000  3.8952835e-008
1.8408630e+000  1.4015468e+000  3.8956411e-008
1.8413970e+000  1.4015440e+000  3.8967830e-008
1.8430940e+000  1.4015350e+000  3.9007410e-008
1.8447950e+000  1.4015260e+000  3.9050350e-008
1.8458160e+000  1.4015210e+000  3.9086750e-008
1.8461570e+000  1.4015190e+000  3.9114530e-008
1.8464980e+000  1.4015180e+000  3.9193020e-008
1.8468390e+000  1.4015160e+000  3.9385020e-008
1.8471800e+000  1.4015140e+000  3.9705660e-008
1.8475220e+000  1.4015120e+000  4.0160100e-008
1.8478630e+000  1.4015110e+000  4.0787230e-008
1.8482050e+000  1.4015090e+000  4.1580340e-008
1.8485460e+000  1.4015070e+000  4.2442330e-008
1.8488880e+000  1.4015050e+000  4.3393290e-008
1.8492300e+000  1.4015040e+000  4.4408560e-008
1.8495720e+000  1.4015020e+000  4.5464330e-008
1.8499140e+000  1.4015000e+000  4.6561990e-008
1.8502570e+000  1.4014980e+000  4.7706860e-008
1.8505990e+000  1.4014960e+000  4.8917850e-008
1.8509420e+000  1.4014950e+000  5.0193620e-008
1.8512840e+000  1.4014930e+000  5.1541580e-008
1.8516270e+000  1.4014910e+000  5.2954250e-008
1.8523130e+000  1.4014880e+000  5.5938120e-008
1.8526560e+000  1.4014860e+000  5.7478610e-008
1.8530000e+000  1.4014840e+000  5.9117940e-008
1.8533430e+000  1.4014820e+000  6.0831590e-008
1.8536870e+000  1.4014800e+000  6.2626650e-008
1.8540310e+000  1.4014790e+000  6.4503120e-008
1.8543750e+000  1.4014770e+000  6.6445950e-008
1.8547180e+000  1.4014750e+000  6.8422570e-008
1.8550630e+000  1.4014730e+000  7.0443530e-008
1.8554070e+000  1.4014710e+000  7.2552640e-008
1.8557510e+000  1.4014700e+000  7.4793050e-008
1.8560960e+000  1.4014680e+000  7.7145740e-008
1.8562680e+000  1.4014670e+000  7.8380700e-008
1.8564400e+000  1.4014660e+000  7.9672190e-008
1.8566130e+000  1.4014650e+000  8.1050570e-008
1.8567850e+000  1.4014640e+000  8.2590530e-008
1.8571300e+000  1.4014620e+000  8.5955410e-008
1.8574750e+000  1.4014610e+000  8.9585410e-008
1.8578200e+000  1.4014590e+000  9.3519110e-008
1.8581650e+000  1.4014570e+000  9.7813880e-008
1.8585110e+000  1.4014550e+000  1.0229550e-007
1.8592020e+000  1.4014520e+000  1.1157670e-007
1.8593750e+000  1.4014510e+000  1.1395950e-007
1.8595480e+000  1.4014500e+000  1.1657730e-007
1.8597210e+000  1.4014490e+000  1.1939990e-007
1.8598930e+000  1.4014480e+000  1.2243580e-007
1.8602400e+000  1.4014460e+000  1.2916030e-007
1.8605860e+000  1.4014440e+000  1.3641100e-007
1.8609320e+000  1.4014430e+000  1.4421960e-007
1.8612780e+000  1.4014410e+000  1.5249310e-007
1.8616250e+000  1.4014390e+000  1.6135110e-007
1.8619710e+000  1.4014370e+000  1.7087930e-007
1.8623180e+000  1.4014350e+000  1.8114690e-007
1.8626650e+000  1.4014330e+000  1.9187940e-007
1.8630120e+000  1.4014320e+000  2.0281580e-007
1.8633600e+000  1.4014300e+000  2.1391500e-007
1.8637070e+000  1.4014280e+000  2.2514190e-007
1.8640540e+000  1.4014260e+000  2.3648080e-007
1.8644020e+000  1.4014240e+000  2.4805240e-007
1.8647500e+000  1.4014230e+000  2.5967310e-007
1.8654450e+000  1.4014190e+000  2.8293200e-007
1.8661420e+000  1.4014150e+000  3.0617250e-007
1.8668390e+000  1.4014120e+000  3.2981570e-007
1.8675360e+000  1.4014080e+000  3.5363990e-007
1.8677100e+000  1.4014070e+000  3.5969310e-007
1.8678850e+000  1.4014060e+000  3.6580500e-007
1.8680590e+000  1.4014050e+000  3.7202620e-007
1.8682340e+000  1.4014040e+000  3.7843550e-007
1.8684080e+000  1.4014030e+000  3.8494530e-007
1.8685830e+000  1.4014020e+000  3.9155760e-007
1.8689320e+000  1.4014010e+000  4.0516540e-007
1.8692820e+000  1.4013990e+000  4.1952020e-007
1.8696310e+000  1.4013970e+000  4.3476380e-007
1.8698060e+000  1.4013960e+000  4.4278060e-007
1.8699810e+000  1.4013950e+000  4.5108170e-007
1.8701560e+000  1.4013940e+000  4.5999750e-007
1.8703300e+000  1.4013930e+000  4.6943480e-007
1.8705050e+000  1.4013920e+000  4.7931130e-007
1.8706800e+000  1.4013910e+000  4.9006040e-007
1.8708560e+000  1.4013900e+000  5.0122890e-007
1.8710310e+000  1.4013900e+000  5.1284070e-007
1.8712060e+000  1.4013890e+000  5.2528140e-007
1.8713810e+000  1.4013880e+000  5.3805220e-007
1.8715560e+000  1.4013870e+000  5.5111320e-007
1.8717310e+000  1.4013860e+000  5.6441300e-007
1.8719060e+000  1.4013850e+000  5.7728140e-007
1.8720810e+000  1.4013840e+000  5.9009610e-007
1.8722570e+000  1.4013830e+000  6.0298100e-007
1.8724320e+000  1.4013820e+000  6.1584240e-007
1.8726070e+000  1.4013810e+000  6.2844560e-007
1.8726950e+000  1.4013810e+000  6.3437180e-007
1.8727830e+000  1.4013800e+000  6.4013960e-007
1.8728710e+000  1.4013800e+000  6.4532320e-007
1.8729580e+000  1.4013790e+000  6.5014330e-007
1.8730460e+000  1.4013790e+000  6.5442730e-007
1.8731340e+000  1.4013790e+000  6.5808590e-007
1.8732040e+000  1.4013780e+000  6.6071290e-007
1.8732740e+000  1.4013780e+000  6.6289980e-007
1.8733440e+000  1.4013780e+000  6.6481440e-007
1.8734140e+000  1.4013770e+000  6.6641110e-007
1.8734850e+000  1.4013770e+000  6.6714400e-007
1.8735550e+000  1.4013760e+000  6.6729570e-007
1.8736250e+000  1.4013760e+000  6.6640790e-007
1.8736950e+000  1.4013760e+000  6.6386390e-007
1.8737650e+000  1.4013750e+000  6.6025820e-007
1.8738360e+000  1.4013750e+000  6.5535880e-007
1.8739060e+000  1.4013750e+000  6.4896720e-007
1.8739760e+000  1.4013740e+000  6.4163610e-007
1.8740460e+000  1.4013740e+000  6.3342440e-007
1.8741170e+000  1.4013740e+000  6.2409930e-007
1.8741870e+000  1.4013730e+000  6.1414080e-007
1.8742570e+000  1.4013730e+000  6.0325760e-007
1.8743270e+000  1.4013720e+000  5.9175760e-007
1.8743980e+000  1.4013720e+000  5.8021400e-007
1.8744680e+000  1.4013720e+000  5.6868370e-007
1.8745380e+000  1.4013710e+000  5.5612000e-007
1.8746090e+000  1.4013710e+000  5.4269220e-007
1.8746790e+000  1.4013710e+000  5.2874760e-007
1.8747490e+000  1.4013700e+000  5.1483200e-007
1.8748200e+000  1.4013700e+000  5.0128350e-007
1.8749600e+000  1.4013690e+000  4.7522700e-007
1.8751010e+000  1.4013680e+000  4.5059800e-007
1.8752410e+000  1.4013680e+000  4.2692860e-007
1.8753120e+000  1.4013670e+000  4.1526940e-007
1.8753820e+000  1.4013670e+000  4.0383010e-007
1.8754520e+000  1.4013670e+000  3.9264740e-007
1.8755230e+000  1.4013660e+000  3.8198180e-007
1.8755930e+000  1.4013660e+000  3.7246970e-007
1.8756630e+000  1.4013650e+000  3.6355290e-007
1.8757340e+000  1.4013650e+000  3.5557480e-007
1.8758040e+000  1.4013650e+000  3.4837470e-007
1.8758750e+000  1.4013640e+000  3.4156570e-007
1.8759450e+000  1.4013640e+000  3.3489170e-007
1.8760160e+000  1.4013640e+000  3.2828200e-007
1.8760860e+000  1.4013630e+000  3.2204760e-007
1.8761560e+000  1.4013630e+000  3.1584980e-007
1.8762270e+000  1.4013620e+000  3.0969650e-007
1.8762970e+000  1.4013620e+000  3.0358320e-007
1.8763670e+000  1.4013620e+000  2.9751320e-007
1.8764380e+000  1.4013610e+000  2.9147940e-007
1.8765080e+000  1.4013610e+000  2.8549000e-007
1.8765790e+000  1.4013610e+000  2.7977530e-007
1.8766490e+000  1.4013600e+000  2.7440370e-007
1.8767200e+000  1.4013600e+000  2.6938520e-007
1.8767900e+000  1.4013590e+000  2.6449180e-007
1.8768610e+000  1.4013590e+000  2.6028750e-007
1.8769310e+000  1.4013590e+000  2.5700260e-007
1.8770010e+000  1.4013580e+000  2.5446480e-007
1.8770720e+000  1.4013580e+000  2.5248160e-007
1.8771420e+000  1.4013570e+000  2.5108100e-007
1.8772130e+000  1.4013570e+000  2.4995660e-007
1.8772830e+000  1.4013570e+000  2.4979190e-007
1.8773540e+000  1.4013560e+000  2.5006280e-007
1.8773890e+000  1.4013560e+000  2.5033880e-007
1.8774250e+000  1.4013560e+000  2.5086730e-007
1.8774600e+000  1.4013560e+000  2.5183270e-007
1.8774950e+000  1.4013560e+000  2.5293650e-007
1.8775300e+000  1.4013550e+000  2.5430580e-007
1.8775650e+000  1.4013550e+000  2.5582970e-007
1.8776010e+000  1.4013550e+000  2.5771250e-007
1.8776360e+000  1.4013550e+000  2.5983240e-007
1.8776710e+000  1.4013550e+000  2.6264340e-007
1.8777060e+000  1.4013540e+000  2.6583630e-007
1.8777770e+000  1.4013540e+000  2.7382000e-007
1.8778480e+000  1.4013540e+000  2.8364200e-007
1.8779180e+000  1.4013530e+000  2.9402600e-007
1.8779890e+000  1.4013530e+000  3.0466720e-007
1.8780240e+000  1.4013530e+000  3.0910580e-007
1.8780590e+000  1.4013530e+000  3.1295170e-007
1.8780950e+000  1.4013520e+000  3.1618870e-007
1.8781300e+000  1.4013520e+000  3.1849250e-007
1.8782000e+000  1.4013520e+000  3.2044620e-007
1.8782710e+000  1.4013510e+000  3.2057010e-007
1.8783410e+000  1.4013510e+000  3.1898420e-007
1.8784120e+000  1.4013510e+000  3.1827600e-007
1.8784830e+000  1.4013500e+000  3.1882800e-007
1.8785530e+000  1.4013500e+000  3.2292670e-007
1.8786240e+000  1.4013500e+000  3.2879470e-007
1.8786940e+000  1.4013490e+000  3.3506240e-007
1.8787300e+000  1.4013490e+000  3.3797070e-007
1.8787650e+000  1.4013490e+000  3.4048420e-007
1.8788000e+000  1.4013490e+000  3.4203020e-007
1.8788360e+000  1.4013480e+000  3.4281850e-007
1.8788710e+000  1.4013480e+000  3.4200070e-007
1.8789060e+000  1.4013480e+000  3.4033840e-007
1.8789420e+000  1.4013480e+000  3.3760730e-007
1.8789770e+000  1.4013480e+000  3.3400560e-007
1.8790120e+000  1.4013480e+000  3.2938320e-007
1.8790470e+000  1.4013470e+000  3.2362630e-007
1.8790830e+000  1.4013470e+000  3.1713940e-007
1.8791180e+000  1.4013470e+000  3.1020070e-007
1.8791530e+000  1.4013470e+000  3.0250090e-007
1.8791890e+000  1.4013470e+000  2.9429600e-007
1.8792590e+000  1.4013460e+000  2.7766190e-007
1.8793300e+000  1.4013460e+000  2.6144720e-007
1.8794010e+000  1.4013460e+000  2.4632400e-007
1.8794710e+000  1.4013450e+000  2.3234020e-007
1.8795070e+000  1.4013450e+000  2.2590150e-007
1.8795420e+000  1.4013450e+000  2.2006970e-007
1.8795770e+000  1.4013450e+000  2.1487650e-007
1.8796130e+000  1.4013440e+000  2.1019370e-007
1.8796830e+000  1.4013440e+000  2.0260490e-007
1.8797540e+000  1.4013440e+000  1.9608990e-007
1.8798250e+000  1.4013430e+000  1.8974520e-007
1.8798950e+000  1.4013430e+000  1.8388140e-007
1.8799660e+000  1.4013420e+000  1.7837970e-007
1.8800370e+000  1.4013420e+000  1.7338170e-007
1.8801070e+000  1.4013420e+000  1.6907420e-007
1.8801780e+000  1.4013410e+000  1.6506410e-007
1.8802490e+000  1.4013410e+000  1.6130910e-007
1.8803550e+000  1.4013400e+000  1.5615730e-007
1.8805320e+000  1.4013390e+000  1.4815600e-007
1.8807090e+000  1.4013380e+000  1.4070970e-007
1.8807970e+000  1.4013380e+000  1.3705100e-007
1.8808850e+000  1.4013370e+000  1.3339220e-007
1.8809740e+000  1.4013370e+000  1.2974820e-007
1.8810620e+000  1.4013370e+000  1.2617000e-007
1.8812390e+000  1.4013360e+000  1.1974010e-007
1.8815930e+000  1.4013340e+000  1.1630900e-007
1.8819480e+000  1.4013320e+000  1.0284950e-007
1.8821250e+000  1.4013310e+000  9.5986430e-008
1.8823020e+000  1.4013300e+000  9.0394100e-008
1.8823730e+000  1.4013290e+000  8.8541070e-008
1.8824430e+000  1.4013290e+000  8.6975070e-008
1.8825140e+000  1.4013290e+000  8.5676630e-008
1.8825850e+000  1.4013280e+000  8.4633490e-008
1.8826560e+000  1.4013280e+000  8.3881820e-008
1.8827270e+000  1.4013270e+000  8.3349010e-008
1.8827980e+000  1.4013270e+000  8.3069590e-008
1.8828690e+000  1.4013270e+000  8.2993100e-008
1.8829400e+000  1.4013260e+000  8.3123870e-008
1.8830110e+000  1.4013260e+000  8.3668700e-008
1.8830460e+000  1.4013260e+000  8.4103030e-008
1.8830820e+000  1.4013250e+000  8.4744200e-008
1.8831170e+000  1.4013250e+000  8.5603240e-008
1.8831530e+000  1.4013250e+000  8.6613560e-008
1.8831880e+000  1.4013250e+000  8.7782630e-008
1.8832240e+000  1.4013250e+000  8.9057740e-008
1.8832950e+000  1.4013240e+000  9.1859100e-008
1.8833650e+000  1.4013240e+000  9.5008060e-008
1.8834360e+000  1.4013230e+000  9.8481170e-008
1.8835070e+000  1.4013230e+000  1.0248730e-007
1.8835780e+000  1.4013230e+000  1.0688000e-007
1.8836490e+000  1.4013220e+000  1.1183400e-007
1.8837200e+000  1.4013220e+000  1.1707900e-007
1.8837910e+000  1.4013210e+000  1.2253840e-007
1.8838620e+000  1.4013210e+000  1.2855290e-007
1.8839330e+000  1.4013210e+000  1.3506870e-007
1.8840040e+000  1.4013200e+000  1.4240000e-007
1.8840750e+000  1.4013200e+000  1.5050870e-007
1.8841460e+000  1.4013190e+000  1.5959550e-007
1.8842170e+000  1.4013190e+000  1.7021820e-007
1.8842880e+000  1.4013190e+000  1.8225690e-007
1.8843590e+000  1.4013180e+000  1.9597960e-007
1.8844300e+000  1.4013180e+000  2.1125390e-007
1.8845010e+000  1.4013170e+000  2.2943150e-007
1.8845370e+000  1.4013170e+000  2.3913060e-007
1.8845720e+000  1.4013170e+000  2.4921020e-007
1.8846080e+000  1.4013170e+000  2.5973010e-007
1.8846430e+000  1.4013170e+000  2.7109070e-007
1.8846790e+000  1.4013160e+000  2.8330790e-007
1.8847150e+000  1.4013160e+000  2.9639360e-007
1.8847500e+000  1.4013160e+000  3.1188730e-007
1.8847860e+000  1.4013160e+000  3.2893400e-007
1.8848210e+000  1.4013150e+000  3.4792680e-007
1.8848570e+000  1.4013150e+000  3.6895460e-007
1.8848920e+000  1.4013150e+000  3.9134920e-007
1.8849280e+000  1.4013150e+000  4.1656390e-007
1.8849630e+000  1.4013150e+000  4.4534620e-007
1.8849990e+000  1.4013140e+000  4.7759420e-007
1.8850340e+000  1.4013140e+000  5.1556330e-007
1.8850700e+000  1.4013140e+000  5.6078880e-007
1.8851050e+000  1.4013140e+000  6.1056820e-007
1.8851410e+000  1.4013130e+000  6.6853490e-007
1.8851760e+000  1.4013130e+000  7.3529330e-007
1.8852160e+000  1.4013130e+000  8.1997400e-007
1.8853160e+000  1.4013120e+000  1.1241220e-006
1.8854160e+000  1.4013110e+000  1.5738840e-006
1.8855160e+000  1.4013110e+000  2.2188560e-006
1.8856160e+000  1.4013110e+000  2.9898780e-006
1.8856660e+000  1.4013110e+000  3.2907610e-006
1.8857160e+000  1.4013110e+000  3.4303500e-006
1.8857660e+000  1.4013110e+000  3.4617310e-006
1.8858160e+000  1.4013120e+000  3.3137630e-006
1.8858660e+000  1.4013120e+000  3.1165340e-006
1.8859160e+000  1.4013120e+000  2.8792830e-006
1.8859660e+000  1.4013120e+000  2.4846320e-006
1.8860160e+000  1.4013120e+000  2.0827440e-006
1.8861160e+000  1.4013110e+000  1.4240970e-006
1.8862160e+000  1.4013110e+000  9.8229730e-007
1.8863160e+000  1.4013100e+000  6.9853810e-007
1.8864160e+000  1.4013090e+000  5.1811460e-007
1.8865160e+000  1.4013080e+000  4.0462770e-007
1.8866160e+000  1.4013080e+000  3.2889510e-007
1.8867660e+000  1.4013070e+000  2.5665830e-007
1.8868660e+000  1.4013060e+000  2.2283690e-007
1.8870160e+000  1.4013050e+000  1.8301870e-007
1.8872160e+000  1.4013040e+000  1.4381900e-007
1.8873160e+000  1.4013040e+000  1.3030790e-007
1.8874160e+000  1.4013030e+000  1.1991230e-007
1.8875160e+000  1.4013020e+000  1.1167470e-007
1.8876160e+000  1.4013020e+000  1.0542840e-007
1.8878160e+000  1.4013010e+000  9.6073040e-008
1.8880160e+000  1.4013000e+000  8.8545490e-008
1.8882740e+000  1.4012980e+000  8.0210300e-008
1.8883090e+000  1.4012980e+000  7.9136090e-008
1.8883450e+000  1.4012980e+000  7.8085880e-008
1.8884160e+000  1.4012970e+000  7.6075190e-008
1.8884880e+000  1.4012970e+000  7.4249660e-008
1.8885590e+000  1.4012970e+000  7.2671580e-008
1.8886300e+000  1.4012960e+000  7.1306940e-008
1.8887020e+000  1.4012960e+000  7.0135040e-008
1.8887730e+000  1.4012950e+000  6.9081730e-008
1.8888450e+000  1.4012950e+000  6.8155930e-008
1.8889160e+000  1.4012950e+000  6.7315010e-008
1.8890590e+000  1.4012940e+000  6.5846400e-008
1.8892370e+000  1.4012930e+000  6.4337360e-008
1.8893260e+000  1.4012920e+000  6.3685760e-008
1.8894160e+000  1.4012920e+000  6.3087370e-008
1.8895050e+000  1.4012910e+000  6.2522300e-008
1.8895940e+000  1.4012910e+000  6.1977500e-008
1.8896830e+000  1.4012900e+000  6.1443850e-008
1.8897730e+000  1.4012900e+000  6.0904710e-008
1.8898620e+000  1.4012890e+000  6.0433390e-008
1.8899510e+000  1.4012890e+000  6.0029670e-008
1.8900410e+000  1.4012880e+000  5.9682660e-008
1.8901300e+000  1.4012880e+000  5.9371910e-008
1.8902190e+000  1.4012870e+000  5.9090400e-008
1.8903090e+000  1.4012870e+000  5.8833810e-008
1.8904870e+000  1.4012860e+000  5.8401780e-008
1.8906660e+000  1.4012850e+000  5.8062170e-008
1.8907550e+000  1.4012840e+000  5.7989300e-008
1.8908450e+000  1.4012840e+000  5.8035040e-008
1.8909340e+000  1.4012830e+000  5.8165470e-008
1.8910240e+000  1.4012830e+000  5.8373050e-008
