Gary Hansen's new data on complex index of refraction
for CO2 ice. Supercedes Warren 1986

lambda-micron        nr               ni
1.7109000e+000  1.4021904e+000  2.5025565e-008
1.7109280e+000  1.4021903e+000  2.4953815e-008
1.7110090e+000  1.4021900e+000  2.4716720e-008
1.7110750e+000  1.4021898e+000  2.4527045e-008
1.7111550e+000  1.4021895e+000  2.4304874e-008
1.7112000e+000  1.4021893e+000  2.4181596e-008
1.7112210e+000  1.4021893e+000  2.4124699e-008
1.7113020e+000  1.4021889e+000  2.3932464e-008
1.7113680e+000  1.4021885e+000  2.3798563e-008
1.7114000e+000  1.4021883e+000  2.3737723e-008
1.7114480e+000  1.4021879e+000  2.3648501e-008
1.7115140e+000  1.4021874e+000  2.3537731e-008
1.7116000e+000  1.4021869e+000  2.3412243e-008
1.7116600e+000  1.4021867e+000  2.3331338e-008
1.7116870e+000  1.4021866e+000  2.3299015e-008
1.7117340e+000  1.4021864e+000  2.3242445e-008
1.7117500e+000  1.4021864e+000  2.3226316e-008
1.7117860e+000  1.4021863e+000  2.3187301e-008
1.7118070e+000  1.4021862e+000  2.3164427e-008
1.7118800e+000  1.4021859e+000  2.3093215e-008
1.7119540e+000  1.4021857e+000  2.3030184e-008
1.7120000e+000  1.4021855e+000  2.2994019e-008
1.7120270e+000  1.4021854e+000  2.2972583e-008
1.7121000e+000  1.4021851e+000  2.2927239e-008
1.7121810e+000  1.4021847e+000  2.2888811e-008
1.7122470e+000  1.4021843e+000  2.2856992e-008
1.7123930e+000  1.4021832e+000  2.2808522e-008
1.7125000e+000  1.4021827e+000  2.2784055e-008
1.7125400e+000  1.4021826e+000  2.2775047e-008
1.7126870e+000  1.4021821e+000  2.2759284e-008
1.7128330e+000  1.4021811e+000  2.2758498e-008
1.7129800e+000  1.4021801e+000  2.2771357e-008
1.7130000e+000  1.4021800e+000  2.2775712e-008
1.7131270e+000  1.4021795e+000  2.2800576e-008
1.7132000e+000  1.4021793e+000  2.2821998e-008
1.7132740e+000  1.4021790e+000  2.2858431e-008
1.7133470e+000  1.4021787e+000  2.2926214e-008
1.7134200e+000  1.4021785e+000  2.3040361e-008
1.7135000e+000  1.4021782e+000  2.3232335e-008
1.7135670e+000  1.4021779e+000  2.3473239e-008
1.7136480e+000  1.4021774e+000  2.3894362e-008
1.7137140e+000  1.4021769e+000  2.4294855e-008
1.7137870e+000  1.4021764e+000  2.4771852e-008
1.7138610e+000  1.4021759e+000  2.5154799e-008
1.7139340e+000  1.4021757e+000  2.5401373e-008
1.7140080e+000  1.4021754e+000  2.5581149e-008
1.7140440e+000  1.4021753e+000  2.5655342e-008
1.7140810e+000  1.4021751e+000  2.5711821e-008
1.7141180e+000  1.4021750e+000  2.5743749e-008
1.7141550e+000  1.4021749e+000  2.5751125e-008
1.7141910e+000  1.4021748e+000  2.5735297e-008
1.7142280e+000  1.4021746e+000  2.5699020e-008
1.7142650e+000  1.4021745e+000  2.5645008e-008
1.7143020e+000  1.4021744e+000  2.5575988e-008
1.7143750e+000  1.4021741e+000  2.5384717e-008
1.7144490e+000  1.4021738e+000  2.5121135e-008
1.7145220e+000  1.4021734e+000  2.4777018e-008
1.7145960e+000  1.4021731e+000  2.4321003e-008
1.7146230e+000  1.4021729e+000  2.4153558e-008
1.7146690e+000  1.4021727e+000  2.3879944e-008
1.7147220e+000  1.4021725e+000  2.3669179e-008
1.7147430e+000  1.4021724e+000  2.3584867e-008
1.7148160e+000  1.4021720e+000  2.3393461e-008
1.7148900e+000  1.4021717e+000  2.3266192e-008
1.7149630e+000  1.4021713e+000  2.3171652e-008
1.7150000e+000  1.4021711e+000  2.3138033e-008
1.7150370e+000  1.4021709e+000  2.3104413e-008
1.7151170e+000  1.4021706e+000  2.3053626e-008
1.7151840e+000  1.4021702e+000  2.3020404e-008
1.7152570e+000  1.4021699e+000  2.2995450e-008
1.7153310e+000  1.4021695e+000  2.2977332e-008
1.7154050e+000  1.4021692e+000  2.2972863e-008
1.7154780e+000  1.4021688e+000  2.2973840e-008
1.7156250e+000  1.4021681e+000  2.2996288e-008
1.7160000e+000  1.4021663e+000  2.3111924e-008
1.7162140e+000  1.4021652e+000  2.3178995e-008
1.7165090e+000  1.4021638e+000  2.3281328e-008
1.7165890e+000  1.4021634e+000  2.3313831e-008
1.7168040e+000  1.4021624e+000  2.3398723e-008
1.7170000e+000  1.4021614e+000  2.3486107e-008
1.7173930e+000  1.4021595e+000  2.3660949e-008
1.7175700e+000  1.4021587e+000  2.3746762e-008
1.7176680e+000  1.4021582e+000  2.3794591e-008
1.7179830e+000  1.4021567e+000  2.3949338e-008
1.7180000e+000  1.4021566e+000  2.3957778e-008
1.7180640e+000  1.4021563e+000  2.3990116e-008
1.7185740e+000  1.4021538e+000  2.4257081e-008
1.7190000e+000  1.4021518e+000  2.4492907e-008
1.7194610e+000  1.4021496e+000  2.4747139e-008
1.7195410e+000  1.4021492e+000  2.4793446e-008
1.7200000e+000  1.4021470e+000  2.5062861e-008
1.7200520e+000  1.4021467e+000  2.5092363e-008
1.7205260e+000  1.4021444e+000  2.5373108e-008
1.7206240e+000  1.4021439e+000  2.5432061e-008
1.7209400e+000  1.4021424e+000  2.5618872e-008
1.7210210e+000  1.4021420e+000  2.5666643e-008
1.7215330e+000  1.4021396e+000  2.5963339e-008
1.7220080e+000  1.4021373e+000  2.6229495e-008
1.7221060e+000  1.4021368e+000  2.6284433e-008
1.7224230e+000  1.4021353e+000  2.6461975e-008
1.7225030e+000  1.4021349e+000  2.6505696e-008
1.7230160e+000  1.4021324e+000  2.6778219e-008
1.7233130e+000  1.4021310e+000  2.6928200e-008
1.7234920e+000  1.4021302e+000  2.7014659e-008
1.7235910e+000  1.4021297e+000  2.7062845e-008
1.7236100e+000  1.4021296e+000  2.7071373e-008
1.7239070e+000  1.4021280e+000  2.7204991e-008
1.7239880e+000  1.4021276e+000  2.7233707e-008
1.7242050e+000  1.4021264e+000  2.7308483e-008
1.7245020e+000  1.4021249e+000  2.7398271e-008
1.7248000e+000  1.4021233e+000  2.7473005e-008
1.7249790e+000  1.4021224e+000  2.7511547e-008
1.7250000e+000  1.4021223e+000  2.7516000e-008
1.7250780e+000  1.4021219e+000  2.7532344e-008
1.7253950e+000  1.4021202e+000  2.7599190e-008
1.7254750e+000  1.4021198e+000  2.7614200e-008
1.7264690e+000  1.4021149e+000  2.7811460e-008
1.7265680e+000  1.4021144e+000  2.7832291e-008
1.7268850e+000  1.4021129e+000  2.7895118e-008
1.7269650e+000  1.4021125e+000  2.7911527e-008
1.7280600e+000  1.4021073e+000  2.8143747e-008
1.7283770e+000  1.4021058e+000  2.8212178e-008
1.7284580e+000  1.4021054e+000  2.8230006e-008
1.7289750e+000  1.4021029e+000  2.8355399e-008
1.7292740e+000  1.4021015e+000  2.8445622e-008
1.7294560e+000  1.4021006e+000  2.8511924e-008
1.7295550e+000  1.4021002e+000  2.8547964e-008
1.7295730e+000  1.4021001e+000  2.8555143e-008
1.7298720e+000  1.4020986e+000  2.8685349e-008
1.7299530e+000  1.4020983e+000  2.8726615e-008
1.7300000e+000  1.4020980e+000  2.8750799e-008
1.7300220e+000  1.4020979e+000  2.8762179e-008
1.7301720e+000  1.4020972e+000  2.8856920e-008
1.7303210e+000  1.4020965e+000  2.8973691e-008
1.7304710e+000  1.4020958e+000  2.9115287e-008
1.7307710e+000  1.4020946e+000  2.9483942e-008
1.7310700e+000  1.4020928e+000  2.9984951e-008
1.7312200e+000  1.4020923e+000  3.0282369e-008
1.7312950e+000  1.4020920e+000  3.0450385e-008
1.7313700e+000  1.4020915e+000  3.0634949e-008
1.7314500e+000  1.4020909e+000  3.0863709e-008
1.7314820e+000  1.4020907e+000  3.0971753e-008
1.7315200e+000  1.4020904e+000  3.1112978e-008
1.7315570e+000  1.4020902e+000  3.1265215e-008
1.7315950e+000  1.4020900e+000  3.1429879e-008
1.7316320e+000  1.4020898e+000  3.1611067e-008
1.7316700e+000  1.4020897e+000  3.1808817e-008
1.7317070e+000  1.4020896e+000  3.2053411e-008
1.7317450e+000  1.4020894e+000  3.2346268e-008
1.7317820e+000  1.4020893e+000  3.2705267e-008
1.7318200e+000  1.4020892e+000  3.2998150e-008
1.7318390e+000  1.4020891e+000  3.3096361e-008
1.7318570e+000  1.4020891e+000  3.3168370e-008
1.7318760e+000  1.4020890e+000  3.3216970e-008
1.7318950e+000  1.4020889e+000  3.3231116e-008
1.7319140e+000  1.4020889e+000  3.3197025e-008
1.7319320e+000  1.4020888e+000  3.3124324e-008
1.7319510e+000  1.4020887e+000  3.3029589e-008
1.7319700e+000  1.4020887e+000  3.2911421e-008
1.7319890e+000  1.4020886e+000  3.2764307e-008
1.7320070e+000  1.4020885e+000  3.2574444e-008
1.7320450e+000  1.4020884e+000  3.2078964e-008
1.7320820e+000  1.4020883e+000  3.1627552e-008
1.7321200e+000  1.4020881e+000  3.1242300e-008
1.7321570e+000  1.4020880e+000  3.0941096e-008
1.7321950e+000  1.4020878e+000  3.0723982e-008
1.7322320e+000  1.4020875e+000  3.0577142e-008
1.7322700e+000  1.4020872e+000  3.0463398e-008
1.7323070e+000  1.4020870e+000  3.0402015e-008
1.7323450e+000  1.4020867e+000  3.0370975e-008
1.7323820e+000  1.4020865e+000  3.0373002e-008
1.7325520e+000  1.4020857e+000  3.0380119e-008
1.7325700e+000  1.4020856e+000  3.0380435e-008
1.7328700e+000  1.4020844e+000  3.0399485e-008
1.7329500e+000  1.4020840e+000  3.0405025e-008
1.7331710e+000  1.4020830e+000  3.0417178e-008
1.7334710e+000  1.4020815e+000  3.0427961e-008
1.7337720e+000  1.4020801e+000  3.0422207e-008
1.7340720e+000  1.4020787e+000  3.0390213e-008
1.7342230e+000  1.4020780e+000  3.0359738e-008
1.7343730e+000  1.4020773e+000  3.0315438e-008
1.7344530e+000  1.4020769e+000  3.0274049e-008
1.7346740e+000  1.4020758e+000  3.0159191e-008
1.7349750e+000  1.4020744e+000  3.0051211e-008
1.7350000e+000  1.4020743e+000  3.0044741e-008
1.7352760e+000  1.4020729e+000  2.9976333e-008
1.7354610e+000  1.4020719e+000  2.9942241e-008
1.7355600e+000  1.4020714e+000  2.9924614e-008
1.7355770e+000  1.4020713e+000  2.9920763e-008
1.7358790e+000  1.4020698e+000  2.9881766e-008
1.7359590e+000  1.4020694e+000  2.9876236e-008
1.7361800e+000  1.4020682e+000  2.9862078e-008
1.7364820e+000  1.4020667e+000  2.9861745e-008
1.7367830e+000  1.4020651e+000  2.9891799e-008
1.7370850e+000  1.4020635e+000  2.9971643e-008
1.7373870e+000  1.4020620e+000  3.0086076e-008
1.7376890e+000  1.4020606e+000  3.0236501e-008
1.7379910e+000  1.4020591e+000  3.0404956e-008
1.7382930e+000  1.4020577e+000  3.0596983e-008
1.7385790e+000  1.4020564e+000  3.0801244e-008
1.7385950e+000  1.4020563e+000  3.0812595e-008
1.7388980e+000  1.4020549e+000  3.1054590e-008
1.7389780e+000  1.4020545e+000  3.1122443e-008
1.7395030e+000  1.4020520e+000  3.1572031e-008
1.7398050e+000  1.4020504e+000  3.1840566e-008
1.7400000e+000  1.4020491e+000  3.2019985e-008
1.7401080e+000  1.4020487e+000  3.2120289e-008
1.7402600e+000  1.4020481e+000  3.2268504e-008
1.7403350e+000  1.4020479e+000  3.2351605e-008
1.7404110e+000  1.4020476e+000  3.2445811e-008
1.7404870e+000  1.4020474e+000  3.2567726e-008
1.7405620e+000  1.4020471e+000  3.2732570e-008
1.7406380e+000  1.4020467e+000  3.3020727e-008
1.7407140e+000  1.4020462e+000  3.3458512e-008
1.7408650e+000  1.4020451e+000  3.4500416e-008
1.7410170e+000  1.4020445e+000  3.5596555e-008
1.7410930e+000  1.4020443e+000  3.6120449e-008
1.7411690e+000  1.4020440e+000  3.6550169e-008
1.7412440e+000  1.4020435e+000  3.6881525e-008
1.7412820e+000  1.4020433e+000  3.7000112e-008
1.7413200e+000  1.4020430e+000  3.7053576e-008
1.7413580e+000  1.4020428e+000  3.7016970e-008
1.7413960e+000  1.4020425e+000  3.6920775e-008
1.7414340e+000  1.4020422e+000  3.6796859e-008
1.7414720e+000  1.4020420e+000  3.6624435e-008
1.7415100e+000  1.4020419e+000  3.6379938e-008
1.7415480e+000  1.4020417e+000  3.6077225e-008
1.7415860e+000  1.4020416e+000  3.5730148e-008
1.7416080e+000  1.4020415e+000  3.5481133e-008
1.7416240e+000  1.4020415e+000  3.5299901e-008
1.7416990e+000  1.4020412e+000  3.4073425e-008
1.7417750e+000  1.4020410e+000  3.2478170e-008
1.7418510e+000  1.4020407e+000  3.0940993e-008
1.7418890e+000  1.4020406e+000  3.0423247e-008
1.7419270e+000  1.4020404e+000  3.0055186e-008
1.7419650e+000  1.4020403e+000  2.9764738e-008
1.7420070e+000  1.4020402e+000  2.9524249e-008
1.7420790e+000  1.4020398e+000  2.9249595e-008
1.7422300e+000  1.4020388e+000  2.8901365e-008
1.7423820e+000  1.4020379e+000  2.8637670e-008
1.7425340e+000  1.4020374e+000  2.8416916e-008
1.7426860e+000  1.4020367e+000  2.8233565e-008
1.7428380e+000  1.4020357e+000  2.8082081e-008
1.7431260e+000  1.4020343e+000  2.7835650e-008
1.7431420e+000  1.4020343e+000  2.7822034e-008
1.7434460e+000  1.4020325e+000  2.7588255e-008
1.7437500e+000  1.4020312e+000  2.7369657e-008
1.7440540e+000  1.4020302e+000  2.7166247e-008
1.7442060e+000  1.4020293e+000  2.7071455e-008
1.7443580e+000  1.4020283e+000  2.6989139e-008
1.7445100e+000  1.4020275e+000  2.6920691e-008
1.7446470e+000  1.4020268e+000  2.6870048e-008
1.7446620e+000  1.4020268e+000  2.6864725e-008
1.7449670e+000  1.4020253e+000  2.6765277e-008
1.7450000e+000  1.4020252e+000  2.6756063e-008
1.7450470e+000  1.4020250e+000  2.6742897e-008
1.7452710e+000  1.4020239e+000  2.6679665e-008
1.7455760e+000  1.4020225e+000  2.6613484e-008
1.7458810e+000  1.4020211e+000  2.6568119e-008
1.7460330e+000  1.4020204e+000  2.6531527e-008
1.7461860e+000  1.4020196e+000  2.6475490e-008
1.7463380e+000  1.4020189e+000  2.6391634e-008
1.7464910e+000  1.4020182e+000  2.6266083e-008
1.7475970e+000  1.4020127e+000  2.5139566e-008
1.7476970e+000  1.4020122e+000  2.5038088e-008
1.7480170e+000  1.4020105e+000  2.4712999e-008
1.7480970e+000  1.4020101e+000  2.4639011e-008
1.7495470e+000  1.4020030e+000  2.3285302e-008
1.7500000e+000  1.4020008e+000  2.2884690e-008
1.7507580e+000  1.4019973e+000  2.2218896e-008
1.7510790e+000  1.4019958e+000  2.1938703e-008
1.7511580e+000  1.4019955e+000  2.1870017e-008
1.7522920e+000  1.4019898e+000  2.0898317e-008
1.7526130e+000  1.4019882e+000  2.0621814e-008
1.7537290e+000  1.4019826e+000  1.9681769e-008
1.7538290e+000  1.4019821e+000  1.9597756e-008
1.7541510e+000  1.4019804e+000  1.9326360e-008
1.7542300e+000  1.4019800e+000  1.9260224e-008
1.7550000e+000  1.4019761e+000  1.8620663e-008
1.7553690e+000  1.4019743e+000  1.8314471e-008
1.7556910e+000  1.4019727e+000  1.8046786e-008
1.7569120e+000  1.4019668e+000  1.7042914e-008
1.7572340e+000  1.4019653e+000  1.6776154e-008
1.7573130e+000  1.4019649e+000  1.6712580e-008
1.7587790e+000  1.4019581e+000  1.5513076e-008
1.7599040e+000  1.4019524e+000  1.4590275e-008
1.7600050e+000  1.4019519e+000  1.4507078e-008
1.7603270e+000  1.4019503e+000  1.4242175e-008
1.7604070e+000  1.4019499e+000  1.4176980e-008
1.7611020e+000  1.4019464e+000  1.3606165e-008
1.7618780e+000  1.4019425e+000  1.2965110e-008
1.7624990e+000  1.4019394e+000  1.2449193e-008
1.7631210e+000  1.4019363e+000  1.1930671e-008
1.7634320e+000  1.4019348e+000  1.1673166e-008
1.7635110e+000  1.4019344e+000  1.1610397e-008
1.7635870e+000  1.4019340e+000  1.1550130e-008
1.7636650e+000  1.4019336e+000  1.1508536e-008
1.7637430e+000  1.4019332e+000  1.1479851e-008
1.7638210e+000  1.4019328e+000  1.1462393e-008
1.7638980e+000  1.4019324e+000  1.1460647e-008
1.7639760e+000  1.4019320e+000  1.1479964e-008
1.7640540e+000  1.4019317e+000  1.1520620e-008
1.7641320e+000  1.4019313e+000  1.1582899e-008
1.7642100e+000  1.4019309e+000  1.1671717e-008
1.7643650e+000  1.4019301e+000  1.1904409e-008
1.7645210e+000  1.4019293e+000  1.2094883e-008
1.7645990e+000  1.4019289e+000  1.2181637e-008
1.7646770e+000  1.4019285e+000  1.2221495e-008
1.7647550e+000  1.4019282e+000  1.2176535e-008
1.7648320e+000  1.4019278e+000  1.2074965e-008
1.7650000e+000  1.4019269e+000  1.1780318e-008
1.7651440e+000  1.4019262e+000  1.1450202e-008
1.7653000e+000  1.4019254e+000  1.1124602e-008
1.7654560e+000  1.4019247e+000  1.0843902e-008
1.7656110e+000  1.4019239e+000  1.0619909e-008
1.7659230e+000  1.4019224e+000  1.0265969e-008
1.7661230e+000  1.4019215e+000  1.0084566e-008
1.7662350e+000  1.4019210e+000  9.9813369e-009
1.7665470e+000  1.4019195e+000  9.7484765e-009
1.7666260e+000  1.4019192e+000  9.6980211e-009
1.7673280e+000  1.4019160e+000  9.2426869e-009
1.7675000e+000  1.4019152e+000  9.1330330e-009
1.7677860e+000  1.4019139e+000  8.9485372e-009
1.7681090e+000  1.4019124e+000  8.7343359e-009
1.7681880e+000  1.4019120e+000  8.6840713e-009
1.7684220e+000  1.4019109e+000  8.5340803e-009
1.7687350e+000  1.4019093e+000  8.3385387e-009
1.7690480e+000  1.4019078e+000  8.1495439e-009
1.7693610e+000  1.4019062e+000  8.0251094e-009
1.7696740e+000  1.4019047e+000  7.9886468e-009
1.7697530e+000  1.4019043e+000  7.9975942e-009
1.7700000e+000  1.4019030e+000  8.0280077e-009
1.7703010e+000  1.4019015e+000  8.1222102e-009
1.7706140e+000  1.4019000e+000  8.2501754e-009
1.7709280e+000  1.4018984e+000  8.4058115e-009
1.7710000e+000  1.4018981e+000  8.4481509e-009
1.7712410e+000  1.4018969e+000  8.5878552e-009
1.7713200e+000  1.4018965e+000  8.6409562e-009
1.7715550e+000  1.4018953e+000  8.7956254e-009
1.7718690e+000  1.4018938e+000  9.0294127e-009
1.7720000e+000  1.4018931e+000  9.1383770e-009
1.7721050e+000  1.4018926e+000  9.2250815e-009
1.7721830e+000  1.4018922e+000  9.2888081e-009
1.7723860e+000  1.4018912e+000  9.4634948e-009
1.7724970e+000  1.4018907e+000  9.5585916e-009
1.7728120e+000  1.4018891e+000  9.8427242e-009
1.7728910e+000  1.4018887e+000  9.9190650e-009
1.7730000e+000  1.4018882e+000  1.0023094e-008
1.7731260e+000  1.4018874e+000  1.0142332e-008
1.7732000e+000  1.4018869e+000  1.0215566e-008
1.7734000e+000  1.4018859e+000  1.0413020e-008
1.7734400e+000  1.4018857e+000  1.0452911e-008
1.7736000e+000  1.4018849e+000  1.0625479e-008
1.7737550e+000  1.4018842e+000  1.0795929e-008
1.7738000e+000  1.4018840e+000  1.0847301e-008
1.7738340e+000  1.4018838e+000  1.0887316e-008
1.7740000e+000  1.4018830e+000  1.1082867e-008
1.7740700e+000  1.4018826e+000  1.1167304e-008
1.7742000e+000  1.4018820e+000  1.1331899e-008
1.7744000e+000  1.4018810e+000  1.1595671e-008
1.7744630e+000  1.4018807e+000  1.1688009e-008
1.7746000e+000  1.4018800e+000  1.1887464e-008
1.7746990e+000  1.4018795e+000  1.2038674e-008
1.7747780e+000  1.4018791e+000  1.2178465e-008
1.7748000e+000  1.4018790e+000  1.2216891e-008
1.7748570e+000  1.4018787e+000  1.2318834e-008
1.7750140e+000  1.4018780e+000  1.2648756e-008
1.7751000e+000  1.4018775e+000  1.2849107e-008
1.7751720e+000  1.4018772e+000  1.3006855e-008
1.7752000e+000  1.4018770e+000  1.3074444e-008
1.7752510e+000  1.4018768e+000  1.3192780e-008
1.7753000e+000  1.4018765e+000  1.3307294e-008
1.7753300e+000  1.4018764e+000  1.3375472e-008
1.7754090e+000  1.4018760e+000  1.3569625e-008
1.7755000e+000  1.4018756e+000  1.3803166e-008
1.7755340e+000  1.4018754e+000  1.3897531e-008
1.7755660e+000  1.4018752e+000  1.3990047e-008
1.7756050e+000  1.4018750e+000  1.4110458e-008
1.7756450e+000  1.4018748e+000  1.4241762e-008
1.7757000e+000  1.4018746e+000  1.4437205e-008
1.7757240e+000  1.4018745e+000  1.4529250e-008
1.7758030e+000  1.4018741e+000  1.4861984e-008
1.7758820e+000  1.4018737e+000  1.5278127e-008
1.7759000e+000  1.4018736e+000  1.5399818e-008
1.7759600e+000  1.4018733e+000  1.5796052e-008
1.7760000e+000  1.4018731e+000  1.6096027e-008
1.7760390e+000  1.4018729e+000  1.6396006e-008
1.7761000e+000  1.4018726e+000  1.6862983e-008
1.7761180e+000  1.4018725e+000  1.7004493e-008
1.7762000e+000  1.4018721e+000  1.7696457e-008
1.7762760e+000  1.4018720e+000  1.8346018e-008
1.7763000e+000  1.4018720e+000  1.8556883e-008
1.7763550e+000  1.4018713e+000  1.9036660e-008
1.7764000e+000  1.4018710e+000  1.9435782e-008
1.7764340e+000  1.4018710e+000  1.9731605e-008
1.7765120e+000  1.4018702e+000  2.0446391e-008
1.7766000e+000  1.4018700e+000  2.1253255e-008
1.7766310e+000  1.4018700e+000  2.1551937e-008
1.7766500e+000  1.4018700e+000  2.1743032e-008
1.7766700e+000  1.4018700e+000  2.1951110e-008
1.7767100e+000  1.4018696e+000  2.2395557e-008
1.7767500e+000  1.4018691e+000  2.2934754e-008
1.7768000e+000  1.4018690e+000  2.3879906e-008
1.7768280e+000  1.4018690e+000  2.4601399e-008
1.7768500e+000  1.4018690e+000  2.5130530e-008
1.7768680e+000  1.4018690e+000  2.5553566e-008
1.7769070e+000  1.4018690e+000  2.6239926e-008
1.7769500e+000  1.4018684e+000  2.6678917e-008
1.7770000e+000  1.4018680e+000  2.6996424e-008
1.7770260e+000  1.4018680e+000  2.7100049e-008
1.7770650e+000  1.4018679e+000  2.7218018e-008
1.7771000e+000  1.4018675e+000  2.7221382e-008
1.7771500e+000  1.4018670e+000  2.7209420e-008
1.7772000e+000  1.4018670e+000  2.7153616e-008
1.7772230e+000  1.4018670e+000  2.7120025e-008
1.7772620e+000  1.4018670e+000  2.7041419e-008
1.7773020e+000  1.4018668e+000  2.6896352e-008
1.7773500e+000  1.4018662e+000  2.6590160e-008
1.7773810e+000  1.4018660e+000  2.6331789e-008
1.7774000e+000  1.4018660e+000  2.6108594e-008
1.7774200e+000  1.4018660e+000  2.5861363e-008
1.7774600e+000  1.4018660e+000  2.5232511e-008
1.7775000e+000  1.4018660e+000  2.4449452e-008
1.7775500e+000  1.4018656e+000  2.3230815e-008
1.7775780e+000  1.4018652e+000  2.2448934e-008
1.7776000e+000  1.4018650e+000  2.1765975e-008
1.7776180e+000  1.4018650e+000  2.1211679e-008
1.7776500e+000  1.4018650e+000  2.0020960e-008
1.7777000e+000  1.4018646e+000  1.8171163e-008
1.7777500e+000  1.4018640e+000  1.6014274e-008
1.7777760e+000  1.4018640e+000  1.4892644e-008
1.7778150e+000  1.4018640e+000  1.3281581e-008
1.7778550e+000  1.4018640e+000  1.1751238e-008
1.7778750e+000  1.4018640e+000  1.1104246e-008
1.7778940e+000  1.4018640e+000  1.0625171e-008
1.7779140e+000  1.4018638e+000  1.0274557e-008
1.7779340e+000  1.4018635e+000  1.0090320e-008
1.7779540e+000  1.4018632e+000  9.9953552e-009
1.7779730e+000  1.4018630e+000  9.9680136e-009
1.7779930e+000  1.4018630e+000  9.9900564e-009
1.7780130e+000  1.4018630e+000  1.0062470e-008
1.7780330e+000  1.4018630e+000  1.0188511e-008
1.7780530e+000  1.4018630e+000  1.0366199e-008
1.7780720e+000  1.4018630e+000  1.0595531e-008
1.7780920e+000  1.4018630e+000  1.0886990e-008
1.7781120e+000  1.4018630e+000  1.1253309e-008
1.7781320e+000  1.4018629e+000  1.1702412e-008
1.7781710e+000  1.4018624e+000  1.2762946e-008
1.7782110e+000  1.4018620e+000  1.3675519e-008
1.7782500e+000  1.4018620e+000  1.4377278e-008
1.7782900e+000  1.4018618e+000  1.4925252e-008
1.7783290e+000  1.4018613e+000  1.5318991e-008
1.7783490e+000  1.4018611e+000  1.5455019e-008
1.7783690e+000  1.4018610e+000  1.5554255e-008
1.7783890e+000  1.4018610e+000  1.5618114e-008
1.7784080e+000  1.4018610e+000  1.5645170e-008
1.7784280e+000  1.4018610e+000  1.5628363e-008
1.7784480e+000  1.4018610e+000  1.5566268e-008
1.7784680e+000  1.4018610e+000  1.5456053e-008
1.7784870e+000  1.4018610e+000  1.5290631e-008
1.7785070e+000  1.4018610e+000  1.5062941e-008
1.7785270e+000  1.4018607e+000  1.4778634e-008
1.7785660e+000  1.4018602e+000  1.3989624e-008
1.7786060e+000  1.4018600e+000  1.2787440e-008
1.7786460e+000  1.4018600e+000  1.1662342e-008
1.7786930e+000  1.4018596e+000  1.0458537e-008
1.7787250e+000  1.4018591e+000  9.8373359e-009
1.7787440e+000  1.4018590e+000  9.5509479e-009
1.7787640e+000  1.4018590e+000  9.3233021e-009
1.7788040e+000  1.4018590e+000  9.0200227e-009
1.7788430e+000  1.4018590e+000  8.8213345e-009
1.7788830e+000  1.4018590e+000  8.6765765e-009
1.7789620e+000  1.4018580e+000  8.5264779e-009
1.7790000e+000  1.4018580e+000  8.4681923e-009
1.7790410e+000  1.4018580e+000  8.4056713e-009
1.7791000e+000  1.4018580e+000  8.3528589e-009
1.7791200e+000  1.4018580e+000  8.3351140e-009
1.7792000e+000  1.4018576e+000  8.2968363e-009
1.7793000e+000  1.4018571e+000  8.2515684e-009
1.7794000e+000  1.4018566e+000  8.2087025e-009
1.7794370e+000  1.4018564e+000  8.1935800e-009
1.7795000e+000  1.4018561e+000  8.1838159e-009
1.7796000e+000  1.4018556e+000  8.1701142e-009
1.7797450e+000  1.4018549e+000  8.1518018e-009
1.7798000e+000  1.4018546e+000  8.1449721e-009
1.7800000e+000  1.4018537e+000  8.1208157e-009
1.7800700e+000  1.4018533e+000  8.1123526e-009
1.7802770e+000  1.4018523e+000  8.1145710e-009
1.7803790e+000  1.4018518e+000  8.1157443e-009
1.7806000e+000  1.4018506e+000  8.1181686e-009
1.7807050e+000  1.4018501e+000  8.1193559e-009
1.7810130e+000  1.4018484e+000  8.1478304e-009
1.7813390e+000  1.4018467e+000  8.1779562e-009
1.7816000e+000  1.4018453e+000  8.2246643e-009
1.7818640e+000  1.4018439e+000  8.2716832e-009
1.7819660e+000  1.4018434e+000  8.2897404e-009
1.7820000e+000  1.4018432e+000  8.2958545e-009
1.7822920e+000  1.4018416e+000  8.3472799e-009
1.7823700e+000  1.4018412e+000  8.3710483e-009
1.7826000e+000  1.4018400e+000  8.4400769e-009
1.7830000e+000  1.4018380e+000  8.5590273e-009
1.7832450e+000  1.4018368e+000  8.6311564e-009
1.7834530e+000  1.4018357e+000  8.7238452e-009
1.7835550e+000  1.4018352e+000  8.7690524e-009
1.7838810e+000  1.4018337e+000  8.9124700e-009
1.7840000e+000  1.4018331e+000  8.9766654e-009
1.7841920e+000  1.4018321e+000  9.0801421e-009
1.7848370e+000  1.4018290e+000  9.4218889e-009
1.7850000e+000  1.4018282e+000  9.5173518e-009
1.7850460e+000  1.4018280e+000  9.5438762e-009
1.7851480e+000  1.4018275e+000  9.6033755e-009
1.7854740e+000  1.4018259e+000  9.7918269e-009
1.7855530e+000  1.4018255e+000  9.8404286e-009
1.7867430e+000  1.4018197e+000  1.0564450e-008
1.7870700e+000  1.4018181e+000  1.0759932e-008
1.7877020e+000  1.4018150e+000  1.1154954e-008
